relative_path,class_name,game_speed,points
up/2838.png,up,31,1186
up/2839.png,up,31,1187
up/2840.png,up,31,1188
up/2841.png,up,31,1189
up/2842.png,up,31,1190
up/2843.png,up,31,1191
up/2844.png,up,31,1192
up/2845.png,up,31,1193
up/2846.png,up,31,1194
up/2847.png,up,31,1195
up/2848.png,up,31,1196
down/2852.png,down,32,1200
down/2853.png,down,32,1201
down/2855.png,down,32,1203
down/2856.png,down,32,1204
down/2879.png,down,32,1227
down/2880.png,down,32,1228
down/2882.png,down,32,1230
down/2883.png,down,32,1231
down/2885.png,down,32,1233
down/2886.png,down,32,1234
down/2888.png,down,32,1236
down/2889.png,down,32,1237
down/2891.png,down,32,1239
up/2914.png,up,32,1262
up/2915.png,up,32,1263
up/2916.png,up,32,1264
up/2917.png,up,32,1265
up/2918.png,up,32,1266
up/2919.png,up,32,1267
up/2920.png,up,32,1268
up/2921.png,up,32,1269
up/2922.png,up,32,1270
up/2923.png,up,32,1271
up/2924.png,up,32,1272
up/2925.png,up,32,1273
down/2927.png,down,32,1275
down/2929.png,down,32,1277
down/2930.png,down,32,1278
up/2951.png,up,32,1299
up/2952.png,up,33,1300
up/2953.png,up,33,1301
up/2954.png,up,33,1302
up/2955.png,up,33,1303
up/2956.png,up,33,1304
up/2957.png,up,33,1305
up/2958.png,up,33,1306
up/2959.png,up,33,1307
up/2960.png,up,33,1308
up/2961.png,up,33,1309
up/2962.png,up,33,1310
down/2964.png,down,33,1312
down/2965.png,down,33,1313
down/2967.png,down,33,1315
down/2968.png,down,33,1316
right/2975.png,right,33,1323
down/2992.png,down,33,1340
down/2993.png,down,33,1341
down/2995.png,down,33,1343
down/2996.png,down,33,1344
down/2998.png,down,33,1346
down/2999.png,down,33,1347
down/3001.png,down,33,1349
down/3002.png,down,33,1350
down/3004.png,down,33,1352
up/3025.png,up,33,1373
up/3026.png,up,33,1374
up/3027.png,up,33,1375
up/3028.png,up,33,1376
up/3029.png,up,33,1377
up/3030.png,up,33,1378
up/3031.png,up,33,1379
up/3032.png,up,33,1380
up/3033.png,up,33,1381
up/3034.png,up,33,1382
up/3035.png,up,33,1383
up/3036.png,up,33,1384
down/3038.png,down,33,1386
down/3040.png,down,33,1388
down/3041.png,down,33,1389
down/3065.png,down,34,1413
down/3066.png,down,34,1414
down/3068.png,down,34,1416
down/3069.png,down,34,1417
down/3071.png,down,34,1419
down/3072.png,down,34,1420
down/3074.png,down,34,1422
down/3075.png,down,34,1423
down/3077.png,down,34,1425
down/3078.png,down,34,1426
right/3080.png,right,34,1428
up/3103.png,up,34,1451
up/3104.png,up,34,1452
up/3105.png,up,34,1453
up/3106.png,up,34,1454
up/3107.png,up,34,1455
up/3108.png,up,34,1456
up/3109.png,up,34,1457
up/3110.png,up,34,1458
up/3111.png,up,34,1459
down/3114.png,down,34,1462
down/3115.png,down,34,1463
up/3135.png,up,34,1483
up/3136.png,up,34,1484
up/3137.png,up,34,1485
up/3138.png,up,34,1486
up/3139.png,up,34,1487
up/3140.png,up,34,1488
up/3141.png,up,34,1489
up/3143.png,up,34,1491
up/3144.png,up,34,1492
up/3145.png,up,34,1493
up/3146.png,up,34,1494
up/3147.png,up,34,1495
up/3148.png,up,34,1496
down/3150.png,down,34,1498
down/3151.png,down,34,1499
down/3153.png,down,35,1501
down/3154.png,down,35,1502
up/3173.png,up,35,1521
up/3174.png,up,35,1522
up/3175.png,up,35,1523
up/3176.png,up,35,1524
up/3177.png,up,35,1525
up/3178.png,up,35,1526
up/3179.png,up,35,1527
up/3180.png,up,35,1528
up/3181.png,up,35,1529
up/3182.png,up,35,1530
down/3185.png,down,35,1533
down/3186.png,down,35,1534
up/3207.png,up,35,1555
up/3208.png,up,35,1556
up/3209.png,up,35,1557
up/3210.png,up,35,1558
up/3211.png,up,35,1559
up/3212.png,up,35,1560
up/3213.png,up,35,1561
up/3214.png,up,35,1562
up/3215.png,up,35,1563
up/3216.png,up,35,1564
down/3218.png,down,35,1566
down/3219.png,down,35,1567
down/3221.png,down,35,1569
down/3222.png,down,35,1570
right/3224.png,right,35,1572
up/3243.png,up,35,1591
up/3244.png,up,35,1592
up/3245.png,up,35,1593
up/3246.png,up,35,1594
up/3247.png,up,35,1595
up/3248.png,up,35,1596
up/3249.png,up,35,1597
up/3250.png,up,35,1598
down/3253.png,down,36,1601
down/3254.png,down,36,1602
down/3256.png,down,36,1604
up/3275.png,up,36,1623
up/3276.png,up,36,1624
up/3277.png,up,36,1625
up/3278.png,up,36,1626
up/3279.png,up,36,1627
up/3280.png,up,36,1628
up/3281.png,up,36,1629
up/3282.png,up,36,1630
up/3283.png,up,36,1631
up/3284.png,up,36,1632
down/3286.png,down,36,1634
down/3288.png,down,36,1636
down/3289.png,down,36,1637
up/3311.png,up,36,1659
up/3312.png,up,36,1660
up/3313.png,up,36,1661
up/3314.png,up,36,1662
down/3348.png,down,20,33
down/3349.png,down,20,34
down/3351.png,down,20,36
down/3352.png,down,20,37
down/3354.png,down,20,39
down/3355.png,down,20,40
down/3357.png,down,20,42
down/3358.png,down,20,43
down/3360.png,down,20,45
right/3362.png,right,20,47
right/3362.png,right,20,1
right/3367.png,right,20,6
right/3371.png,right,20,10
right/3376.png,right,20,15
right/3381.png,right,20,20
right/3386.png,right,20,25
right/3390.png,right,20,29
right/3395.png,right,20,34
up/3399.png,up,20,38
up/3400.png,up,20,39
up/3401.png,up,20,40
right/3403.png,right,20,42
right/3408.png,right,20,47
right/3412.png,right,20,51
right/3417.png,right,20,56
right/3422.png,right,20,61
right/3427.png,right,20,66
right/3431.png,right,20,70
right/3436.png,right,20,75
right/3441.png,right,20,80
right/3446.png,right,20,85
right/3450.png,right,20,89
right/3455.png,right,20,94
right/3460.png,right,20,99
down/3461.png,down,21,100
down/3462.png,down,21,101
down/3463.png,down,21,102
down/3464.png,down,21,103
down/3465.png,down,21,104
down/3466.png,down,21,105
down/3467.png,down,21,106
down/3468.png,down,21,107
down/3469.png,down,21,108
down/3470.png,down,21,109
down/3471.png,down,21,110
down/3472.png,down,21,111
down/3473.png,down,21,112
down/3474.png,down,21,113
down/3475.png,down,21,114
down/3476.png,down,21,115
right/3481.png,right,21,120
right/3485.png,right,21,124
right/3490.png,right,21,129
right/3495.png,right,21,134
right/3500.png,right,21,139
right/3504.png,right,21,143
right/3509.png,right,21,148
right/3514.png,right,21,153
right/3519.png,right,21,158
right/3523.png,right,21,162
down/3524.png,down,21,163
down/3525.png,down,21,164
down/3526.png,down,21,165
down/3527.png,down,21,166
down/3528.png,down,21,167
down/3529.png,down,21,168
down/3530.png,down,21,169
down/3531.png,down,21,170
down/3532.png,down,21,171
down/3533.png,down,21,172
down/3534.png,down,21,173
down/3535.png,down,21,174
down/3536.png,down,21,175
right/3541.png,right,21,180
right/3546.png,right,21,185
right/3551.png,right,21,190
right/3555.png,right,21,194
right/3560.png,right,21,199
right/3565.png,right,22,204
right/3570.png,right,22,209
right/3574.png,right,22,213
up/3577.png,up,22,216
up/3578.png,up,22,217
right/3581.png,right,22,220
right/3586.png,right,22,225
right/3591.png,right,22,230
right/3595.png,right,22,234
right/3600.png,right,22,239
right/3605.png,right,22,244
right/3610.png,right,22,249
right/3614.png,right,22,253
right/3619.png,right,22,258
right/3624.png,right,22,263
right/3629.png,right,22,268
right/3633.png,right,22,272
up/3637.png,up,22,276
right/3639.png,right,22,278
right/3644.png,right,22,283
right/3649.png,right,22,288
right/3653.png,right,22,292
right/3658.png,right,22,297
right/3663.png,right,23,302
right/3668.png,right,23,307
right/3672.png,right,23,311
right/3677.png,right,23,316
right/3682.png,right,23,321
right/3687.png,right,23,326
up/3689.png,up,23,328
right/3692.png,right,23,331
right/3697.png,right,23,336
right/3702.png,right,23,341
right/3707.png,right,23,346
right/3711.png,right,23,350
right/3716.png,right,23,355
right/3721.png,right,23,360
right/3726.png,right,23,365
right/3730.png,right,23,369
right/3735.png,right,23,374
up/3740.png,up,23,379
right/3741.png,right,23,380
right/3746.png,right,23,385
right/3750.png,right,23,389
right/3755.png,right,23,394
right/3760.png,right,23,399
right/3765.png,right,24,404
right/3769.png,right,24,408
right/3774.png,right,24,413
right/3779.png,right,24,418
right/3784.png,right,24,423
right/3788.png,right,24,427
right/3793.png,right,24,432
down/3794.png,down,24,433
down/3795.png,down,24,434
down/3796.png,down,24,435
down/3797.png,down,24,436
down/3798.png,down,24,437
down/3799.png,down,24,438
down/3800.png,down,24,439
down/3801.png,down,24,440
down/3802.png,down,24,441
down/3803.png,down,24,442
down/3804.png,down,24,443
down/3805.png,down,24,444
down/3806.png,down,24,445
down/3807.png,down,24,446
right/3812.png,right,24,451
right/3817.png,right,24,456
right/3821.png,right,24,460
right/3826.png,right,24,465
right/3831.png,right,24,470
right/3836.png,right,24,475
right/3840.png,right,24,479
up/3845.png,up,24,484
right/3846.png,right,24,485
right/3851.png,right,24,490
right/3856.png,right,24,495
right/3860.png,right,24,499
right/3865.png,right,25,504
right/3870.png,right,25,509
right/3875.png,right,25,514
right/3879.png,right,25,518
right/3884.png,right,25,523
right/3889.png,right,25,528
up/3891.png,up,25,530
up/3892.png,up,25,531
right/3896.png,right,25,535
right/3900.png,right,25,539
right/3905.png,right,25,544
right/3910.png,right,25,549
right/3915.png,right,25,554
right/3919.png,right,25,558
right/3924.png,right,25,563
right/3929.png,right,25,568
right/3934.png,right,25,573
right/3938.png,right,25,577
up/3943.png,up,25,582
right/3944.png,right,25,583
up/3947.png,up,25,586
right/3950.png,right,25,589
right/3955.png,right,25,594
right/3959.png,right,25,598
right/3964.png,right,26,603
right/3969.png,right,26,608
right/3974.png,right,26,613
right/3978.png,right,26,617
right/3983.png,right,26,622
right/3988.png,right,26,627
right/3993.png,right,26,632
up/3994.png,up,26,633
right/3998.png,right,20,0
right/4003.png,right,20,5
right/4008.png,right,20,10
right/4013.png,right,20,15
right/4017.png,right,20,19
right/4022.png,right,20,24
right/4027.png,right,20,29
right/4032.png,right,20,34
up/4034.png,up,20,36
right/4037.png,right,20,39
right/4042.png,right,20,44
right/4047.png,right,20,49
right/4052.png,right,20,54
right/4056.png,right,20,58
right/4061.png,right,20,63
right/4066.png,right,20,68
right/4071.png,right,20,73
right/4075.png,right,20,77
right/4080.png,right,20,82
right/4085.png,right,20,87
right/4090.png,right,20,92
right/4094.png,right,20,96
up/4096.png,up,20,98
right/4100.png,right,21,102
right/4105.png,right,21,107
right/4110.png,right,21,112
right/4114.png,right,21,116
right/4119.png,right,21,121
right/4124.png,right,21,126
right/4129.png,right,21,131
right/4133.png,right,21,135
right/4138.png,right,21,140
right/4143.png,right,21,145
right/4148.png,right,21,150
right/4152.png,right,21,154
up/4154.png,up,21,156
right/4158.png,right,21,160
right/4163.png,right,21,165
right/4168.png,right,21,170
right/4172.png,right,21,174
right/4177.png,right,21,179
right/4182.png,right,21,184
right/4187.png,right,21,189
right/4191.png,right,21,193
right/4196.png,right,21,198
right/4201.png,right,22,203
right/4206.png,right,22,208
right/4210.png,right,22,212
right/4215.png,right,22,217
down/4216.png,down,22,218
down/4217.png,down,22,219
down/4218.png,down,22,220
down/4219.png,down,22,221
down/4220.png,down,22,222
down/4221.png,down,22,223
down/4222.png,down,22,224
down/4223.png,down,22,225
down/4224.png,down,22,226
right/4230.png,right,20,3
right/4235.png,right,20,8
right/4239.png,right,20,12
right/4244.png,right,20,17
right/4249.png,right,20,22
right/4254.png,right,20,27
right/4258.png,right,20,31
right/4263.png,right,20,36
up/4267.png,up,20,40
right/4269.png,right,20,42
right/4274.png,right,20,47
right/4278.png,right,20,51
right/4283.png,right,20,56
right/4288.png,right,20,61
right/4293.png,right,20,66
right/4297.png,right,20,70
right/4302.png,right,20,75
right/4307.png,right,20,80
right/4312.png,right,20,85
right/4316.png,right,20,89
right/4321.png,right,20,94
right/4326.png,right,20,99
up/4329.png,up,21,102
right/4332.png,right,21,105
right/4336.png,right,21,109
right/4341.png,right,21,114
right/4346.png,right,21,119
right/4351.png,right,21,124
right/4355.png,right,21,128
right/4360.png,right,21,133
right/4365.png,right,21,138
right/4370.png,right,21,143
right/4374.png,right,21,147
right/4379.png,right,21,152
right/4384.png,right,21,157
up/4388.png,up,21,161
right/4390.png,right,21,163
right/4394.png,right,21,167
right/4399.png,right,21,172
right/4404.png,right,21,177
right/4409.png,right,21,182
right/4413.png,right,21,186
right/4418.png,right,21,191
right/4423.png,right,21,196
right/4428.png,right,22,201
right/4432.png,right,22,205
right/4437.png,right,22,210
right/4442.png,right,22,215
up/4443.png,up,22,216
up/4444.png,up,22,217
right/4449.png,right,22,222
right/4453.png,right,22,226
right/4458.png,right,22,231
right/4463.png,right,22,236
right/4468.png,right,22,241
right/4472.png,right,22,245
right/4477.png,right,22,250
right/4482.png,right,22,255
right/4487.png,right,22,260
right/4491.png,right,22,264
right/4496.png,right,22,269
right/4501.png,right,22,274
up/4502.png,up,22,275
right/4507.png,right,22,280
right/4511.png,right,22,284
right/4516.png,right,22,289
right/4521.png,right,22,294
right/4526.png,right,22,299
right/4530.png,right,23,303
right/4535.png,right,23,308
right/4540.png,right,23,313
right/4545.png,right,23,318
right/4549.png,right,23,322
right/4554.png,right,23,327
up/4558.png,up,23,331
right/4560.png,right,23,333
right/4565.png,right,23,338
right/4569.png,right,23,342
right/4574.png,right,23,347
right/4579.png,right,23,352
right/4584.png,right,23,357
right/4588.png,right,23,361
right/4593.png,right,23,366
right/4598.png,right,23,371
right/4603.png,right,23,376
right/4607.png,right,23,380
right/4612.png,right,23,385
down/4614.png,down,23,387
down/4615.png,down,23,388
down/4616.png,down,23,389
down/4617.png,down,23,390
down/4618.png,down,23,391
down/4619.png,down,23,392
down/4620.png,down,23,393
down/4621.png,down,23,394
down/4622.png,down,23,395
down/4623.png,down,23,396
down/4624.png,down,23,397
down/4625.png,down,23,398
down/4626.png,down,23,399
right/4630.png,right,24,403
right/4635.png,right,24,408
right/4639.png,right,24,412
right/4644.png,right,24,417
right/4649.png,right,24,422
right/4654.png,right,24,427
right/4658.png,right,24,431
right/4663.png,right,24,436
down/4666.png,down,24,439
down/4667.png,down,24,440
down/4668.png,down,24,441
down/4669.png,down,24,442
down/4670.png,down,24,443
down/4671.png,down,24,444
down/4672.png,down,24,445
down/4673.png,down,24,446
down/4674.png,down,24,447
down/4675.png,down,24,448
down/4676.png,down,24,449
down/4677.png,down,24,450
right/4680.png,right,24,453
right/4685.png,right,24,458
right/4689.png,right,24,462
right/4694.png,right,24,467
right/4699.png,right,24,472
right/4704.png,right,24,477
